id,CARMA,GEO,OPSD,WRI,Country,Fueltype,Classification,Capacity,lat,lon,File,Scaled Capacity
422,,,Talbach,Talbach,Switzerland,Hydro,Run-Of-River,0.75,47.1105410978,9.27055175592,"BFE, Switzerland Power Plant.csv",0.510774918519
423,,,Oberterzen,Oberterzen büeli,Switzerland,Hydro,Run-Of-River,1.16,47.1005471458,9.25966883654,"BFE, Switzerland Power Plant.csv",0.789998540643
424,,,Murg merlen,Merlen,Switzerland,Hydro,Reservoir,0.41,47.0729029373,9.19762330651,"BFE, Switzerland Power Plant.csv",0.279223622124
425,,,Murg gödis,Gödis,Switzerland,Hydro,Run-Of-River,2.8,47.1084484412,9.21473631193,"BFE, Switzerland Power Plant.csv",1.90689302914
426,,,Muslen,Muslen,Switzerland,Hydro,Run-Of-River,1.61,47.1380756597,9.13555309657,"BFE, Switzerland Power Plant.csv",1.09646349175
427,,,Rütiberg obersee,Rütiberg obersee,Switzerland,Hydro,Run-Of-River,0.89,47.0936004244,9.0373154401,"BFE, Switzerland Power Plant.csv",0.606119569976
428,,,Rütiberg brändbach,Rütiberg brändbach,Switzerland,Hydro,Run-Of-River,0.85,47.0936004244,9.0373154401,"BFE, Switzerland Power Plant.csv",0.578878240988
429,,,Risi,Risi,Switzerland,Hydro,Run-Of-River,4.5,47.0946783225,9.05671355608,"BFE, Switzerland Power Plant.csv",3.06464951112
430,,,Ziegelbrücke,Ziegelbrücke,Switzerland,Hydro,Run-Of-River,0.58,47.1331874754,9.06288735926,"BFE, Switzerland Power Plant.csv",0.394999270322
431,,,"Uznaberg, uznach","Uznaberg, uznach",Switzerland,Hydro,Run-Of-River,0.51,47.2311598929,8.96429863072,"BFE, Switzerland Power Plant.csv",0.347326944593
432,,,Pilgersteg,Pilgersteg,Switzerland,Hydro,Run-Of-River,0.56,47.2688671863,8.87219842017,"BFE, Switzerland Power Plant.csv",0.381378605828
433,,,Bäch,Bäch,Switzerland,Hydro,Run-Of-River,0.3,47.2003433021,8.72530004013,"BFE, Switzerland Power Plant.csv",0.204309967408
434,,,Sihl höfe,Sihl höfe,Switzerland,Hydro,Run-Of-River,1.45,47.1773356908,8.68239576491,"BFE, Switzerland Power Plant.csv",0.987498175804
435,,,Waldhalde,Waldhalde,Switzerland,Hydro,Run-Of-River,2.8,47.1791652701,8.62847586729,"BFE, Switzerland Power Plant.csv",1.90689302914
436,,,Manegg,Manegg,Switzerland,Hydro,Run-Of-River,0.64,47.3387264858,8.52087782283,"BFE, Switzerland Power Plant.csv",0.435861263803
437,,,Höngg,Höngg,Switzerland,Hydro,Run-Of-River,1.4,47.4014693207,8.48651399019,"BFE, Switzerland Power Plant.csv",0.953446514569
438,,,Dietikon,Dietikon,Switzerland,Hydro,Run-Of-River,2.94,47.4103399639,8.40798019435,"BFE, Switzerland Power Plant.csv",2.0022376806
439,,,Aue dotierzentrale,Aue dotierzentrale,Switzerland,Hydro,Run-Of-River,5.7,47.4694528495,8.30963508241,"BFE, Switzerland Power Plant.csv",3.88188938075
440,,,Schiffmühle,Schiffmühle,Switzerland,Hydro,Run-Of-River,3.68,47.4880675329,8.26727797892,"BFE, Switzerland Power Plant.csv",2.50620226687
441,,,Bag turgi,Turgi,Switzerland,Hydro,Run-Of-River,1.9,47.4971134272,8.24724562911,"BFE, Switzerland Power Plant.csv",1.29396312692
442,,,"Stroppel, untersiggenthal","Stroppel, untersiggenthal",Switzerland,Hydro,Run-Of-River,0.8,47.5027384384,8.24029647654,"BFE, Switzerland Power Plant.csv",0.544826579754
443,,,Kw ulrichen,Ulrichen,Switzerland,Hydro,Run-Of-River,2.35,46.5031259385,8.31853164755,"BFE, Switzerland Power Plant.csv",1.60042807803
444,,,Merezenbach,Merezenbach,Switzerland,Hydro,Run-Of-River,1.99,46.4857148879,8.27735361119,"BFE, Switzerland Power Plant.csv",1.35525611714
445,,,Rappental,Rappental,Switzerland,Hydro,Run-Of-River,1.2,46.3945542547,8.17817050918,"BFE, Switzerland Power Plant.csv",0.817239869631
446,,,Fiesch,Fiesch,Switzerland,Hydro,Run-Of-River,3.1,46.39645212,8.13411837029,"BFE, Switzerland Power Plant.csv",2.11120299655
447,,,Saflisch,Saflisch,Switzerland,Hydro,Run-Of-River,1.25,46.342857005,8.17357038389,"BFE, Switzerland Power Plant.csv",0.851291530865
448,,,Aletsch,Aletsch,Switzerland,Hydro,Run-Of-River,35.3,46.8959309421,7.78533061745,"BFE, Switzerland Power Plant.csv",24.0404728316
449,,,Bortel oberstufe,Bortelalp,Switzerland,Hydro,Pumped Storage,2.35,46.2934511663,8.08815887117,"BFE, Switzerland Power Plant.csv",1.60042807803
450,,,Rosswald gärsterna,Gärsterna,Switzerland,Hydro,Run-Of-River,0.45,46.3162383255,8.03403209364,"BFE, Switzerland Power Plant.csv",0.306464951112
451,,,Saas fee,Saas fee,Switzerland,Hydro,Run-Of-River,1.55,46.1162811438,7.93690667216,"BFE, Switzerland Power Plant.csv",1.05560149827
452,,,Mutt,Mutt,Switzerland,Hydro,Run-Of-River,11.3,46.0114638208,7.73855316305,"BFE, Switzerland Power Plant.csv",7.69567543902
453,,,Wiesti,Wiesti,Switzerland,Hydro,Run-Of-River,3.4,46.0243792554,7.75257026538,"BFE, Switzerland Power Plant.csv",2.31551296395
454,,,Täschbach,Täschbach,Switzerland,Hydro,Run-Of-River,1.65,46.0672050805,7.78111832736,"BFE, Switzerland Power Plant.csv",1.12370482074
455,,,"Kw siwibach eisten, vs","Siwibach eisten, vs",Switzerland,Hydro,Run-Of-River,1.0,46.1797220622,7.91106743398,"BFE, Switzerland Power Plant.csv",0.681033224692
456,,,Törbel gappil,Törbel gappil,Switzerland,Hydro,Run-Of-River,0.49,46.2347493762,7.84867201981,"BFE, Switzerland Power Plant.csv",0.333706280099
457,,,Riedji,Riedji,Switzerland,Hydro,Run-Of-River,0.59,46.2393596552,7.89006330756,"BFE, Switzerland Power Plant.csv",0.401809602568
458,,,Baltschieder,Baltschieder,Switzerland,Hydro,Run-Of-River,0.33,46.3075293023,7.87167668529,"BFE, Switzerland Power Plant.csv",0.224740964148
459,,,Kalter brunnen,Kalter brunnen,Switzerland,Hydro,Run-Of-River,0.5,46.3124055348,7.81615308604,"BFE, Switzerland Power Plant.csv",0.340516612346
460,,,Kwkw bachtoli,Bachtoli,Switzerland,Hydro,Run-Of-River,0.98,46.2926424983,7.77903138525,"BFE, Switzerland Power Plant.csv",0.667412560198
461,,,Unterbäch,Unterbäch,Switzerland,Hydro,Run-Of-River,0.85,46.2857490893,7.79741347619,"BFE, Switzerland Power Plant.csv",0.578878240988
462,,,Turtig,Turtig,Switzerland,Hydro,Run-Of-River,1.06,46.3012328337,7.79388128295,"BFE, Switzerland Power Plant.csv",0.721895218174
463,,,Chriz,Chriz,Switzerland,Hydro,Run-Of-River,0.55,46.3017818766,7.79089962744,"BFE, Switzerland Power Plant.csv",0.374568273581
464,,,Niedergesteln,Niedergesteln,Switzerland,Hydro,Run-Of-River,0.91,46.3211352958,7.78680511782,"BFE, Switzerland Power Plant.csv",0.61974023447
465,,,Fafleralp,Fafleralp,Switzerland,Hydro,Run-Of-River,1.25,46.4296977536,7.84571987097,"BFE, Switzerland Power Plant.csv",0.851291530865
466,,,Blatten,Blatten sak,Switzerland,Hydro,Run-Of-River,0.8,46.4229430636,7.82212420241,"BFE, Switzerland Power Plant.csv",0.544826579754
467,,,Wiler,Wiler,Switzerland,Hydro,Run-Of-River,1.4,46.4069461254,7.78950019889,"BFE, Switzerland Power Plant.csv",0.953446514569
468,,,Dala,Dala,Switzerland,Hydro,Run-Of-River,13.0,46.3187294651,7.62378458261,"BFE, Switzerland Power Plant.csv",8.853431921
469,,,Lona,Lona,Switzerland,Hydro,Run-Of-River,1.05,46.1551994564,7.54582501443,"BFE, Switzerland Power Plant.csv",0.715084885927
470,,,Navisence,Navisence,Switzerland,Hydro,Reservoir,52.0,46.6754376936,8.37240886662,"BFE, Switzerland Power Plant.csv",35.413727684
471,,,Chamarin,Chamarin,Switzerland,Hydro,Run-Of-River,1.9,46.3148311156,7.43176341997,"BFE, Switzerland Power Plant.csv",1.29396312692
472,,,Turb. lac d'icogne,Icogne,Switzerland,Hydro,Run-Of-River,2.0,46.3059257158,7.43851437386,"BFE, Switzerland Power Plant.csv",1.36206644938
473,,,Beulet,Beulet,Switzerland,Hydro,Run-Of-River,0.72,46.2682325663,7.42100406459,"BFE, Switzerland Power Plant.csv",0.490343921778
474,,,Sauterot hérémence lysa,Sauterot hérémence lysa,Switzerland,Hydro,Run-Of-River,5.1,46.1699973881,7.40653607429,"BFE, Switzerland Power Plant.csv",3.47326944593
475,,,Sauterôt hérémence fmdb,Sauterôt hérémence fmdb,Switzerland,Hydro,Run-Of-River,0.6,46.1707174053,7.40783042964,"BFE, Switzerland Power Plant.csv",0.408619934815
476,,,Zour,Zour,Switzerland,Hydro,Run-Of-River,0.46,46.2744977933,7.35289555834,"BFE, Switzerland Power Plant.csv",0.313275283358
477,,,Arbaz comba energies,Arbaz comba energies,Switzerland,Hydro,Run-Of-River,0.59,46.2682177813,7.37884786057,"BFE, Switzerland Power Plant.csv",0.401809602568
478,,,Arbaz sionne energie,Arbaz sionne energie,Switzerland,Hydro,Run-Of-River,0.58,46.2464389011,7.36318337545,"BFE, Switzerland Power Plant.csv",0.394999270322
479,,,Rochers,"Les rochers, savièse",Switzerland,Hydro,Run-Of-River,0.33,46.2633429435,7.35252424065,"BFE, Switzerland Power Plant.csv",0.224740964148
480,,,"Reserv. péteille, vétroz","Reserv. péteille, vétroz",Switzerland,Hydro,Run-Of-River,0.73,46.2269117894,7.27325930917,"BFE, Switzerland Power Plant.csv",0.497154254025
481,,,Balavaud,Balavaud,Switzerland,Hydro,Run-Of-River,0.48,46.2209490674,7.2566888557,"BFE, Switzerland Power Plant.csv",0.326895947852
482,,,Er palier isérables c. arcay,Palier isérables c. arcay,Switzerland,Hydro,Run-Of-River,0.35,46.1609354297,7.24886403999,"BFE, Switzerland Power Plant.csv",0.238361628642
483,,,Step vallée bagnes,Step vallée bagnes,Switzerland,Hydro,Run-Of-River,0.4,46.0827671918,7.20311685212,"BFE, Switzerland Power Plant.csv",0.272413289877
484,,,Pas du lein,Pas du lein,Switzerland,Hydro,Run-Of-River,0.47,46.1141701715,7.16702258324,"BFE, Switzerland Power Plant.csv",0.320085615605
485,,,Vollèges cries,Vollèges cries,Switzerland,Hydro,Run-Of-River,0.9,46.0935060212,7.17785746662,"BFE, Switzerland Power Plant.csv",0.612929902223
486,,,Hospitalet,Hospitalet,Switzerland,Hydro,Run-Of-River,1.47,45.8860019638,7.18722185045,"BFE, Switzerland Power Plant.csv",1.0011188403
487,,,Niollet,Niollet,Switzerland,Hydro,Run-Of-River,1.52,46.0215599053,7.13191034633,"BFE, Switzerland Power Plant.csv",1.03517050153
488,,,Sembrancher,Sembrancher,Switzerland,Hydro,Run-Of-River,11.0,46.079152002,7.15672724814,"BFE, Switzerland Power Plant.csv",7.49136547162
489,,,Pont neuf,Pont neuf,Switzerland,Hydro,Run-Of-River,0.93,46.073184867,7.05542701654,"BFE, Switzerland Power Plant.csv",0.633360898964
490,,,Trient,Trient,Switzerland,Hydro,Run-Of-River,1.0,46.0583372445,6.96030038614,"BFE, Switzerland Power Plant.csv",0.681033224692
491,,,Aboyeu,Aboyeu,Switzerland,Hydro,Run-Of-River,3.3,46.1819570581,7.03393846048,"BFE, Switzerland Power Plant.csv",2.24740964148
492,,,Rasse,Rasse,Switzerland,Hydro,Run-Of-River,0.72,46.1813257215,7.0092074642,"BFE, Switzerland Power Plant.csv",0.490343921778
493,,,Bevieux,Bevieux,Switzerland,Hydro,Run-Of-River,1.9,46.2603811856,7.02881412738,"BFE, Switzerland Power Plant.csv",1.29396312692
494,,,Champéry etrivouez,Champéry etrivouez,Switzerland,Hydro,Run-Of-River,0.97,46.161762733,6.85918766723,"BFE, Switzerland Power Plant.csv",0.660602227952
495,,,Torrent soi,Torrent soi,Switzerland,Hydro,Run-Of-River,0.92,46.1860308699,6.89104970296,"BFE, Switzerland Power Plant.csv",0.626550566717
496,,,Monthey commune,Monthey commune,Switzerland,Hydro,Run-Of-River,0.4,46.2496081279,6.94448084181,"BFE, Switzerland Power Plant.csv",0.272413289877
497,,,Chable,Chable,Switzerland,Hydro,Run-Of-River,0.42,46.3078615869,6.89669954474,"BFE, Switzerland Power Plant.csv",0.286033954371
498,,,Diablerets,Diablerets,Switzerland,Hydro,Reservoir,5.4,46.3530641075,7.15465044855,"BFE, Switzerland Power Plant.csv",3.67757941334
499,,,Pont tine coussy loudze,Pont tine coussy loudze,Switzerland,Hydro,Run-Of-River,10.99,46.3477850662,7.04432577868,"BFE, Switzerland Power Plant.csv",7.48455513937
500,,,"Douve, aigle",Douve,Switzerland,Hydro,Run-Of-River,0.46,46.3277994563,7.01531866907,"BFE, Switzerland Power Plant.csv",0.313275283358
501,,,Micro fontanney,Fontanney,Switzerland,Hydro,Run-Of-River,0.33,46.3170626321,6.98398364412,"BFE, Switzerland Power Plant.csv",0.224740964148
502,,,Vouvry,Vouvry,Switzerland,Hydro,Reservoir,8.0,46.3361244664,6.88148115355,"BFE, Switzerland Power Plant.csv",5.44826579754
503,,,Sonzier,Sonzier,Switzerland,Hydro,Run-Of-River,1.65,46.4403231332,6.92517165399,"BFE, Switzerland Power Plant.csv",1.12370482074
504,,,Taulan,Taulan,Switzerland,Hydro,Run-Of-River,1.2,46.4339054895,6.91846679903,"BFE, Switzerland Power Plant.csv",0.817239869631
505,,,Rivaz le forestay,Rivaz le forestay,Switzerland,Hydro,Run-Of-River,0.73,46.4746425288,6.77770904753,"BFE, Switzerland Power Plant.csv",0.497154254025
506,,,Petite vaux,Petite vaux,Switzerland,Hydro,Run-Of-River,3.31,46.4888599452,6.40502679993,"BFE, Switzerland Power Plant.csv",2.25421997373
507,,,Vessy,Vessy,Switzerland,Hydro,Run-Of-River,0.42,46.1790567398,6.17027683448,"BFE, Switzerland Power Plant.csv",0.286033954371
508,,,Rançonnière,Rançonnière,Switzerland,Hydro,Run-Of-River,1.6,47.0529629931,6.71594514968,"BFE, Switzerland Power Plant.csv",1.08965315951
509,,,Refrain,Refrain,Switzerland,Hydro,Run-Of-River,12.0,47.1876938239,6.87311737175,"BFE, Switzerland Power Plant.csv",8.17239869631
510,,,Ossasco,Ossasco,Switzerland,Hydro,Run-Of-River,1.27,46.5126365625,8.53838477213,"BFE, Switzerland Power Plant.csv",0.864912195359
511,,,Sella,Sella,Switzerland,Hydro,Reservoir,1.93,46.5524637488,8.58666190321,"BFE, Switzerland Power Plant.csv",1.31439412366
512,,,Calcaccia,Calcaccia,Switzerland,Hydro,Run-Of-River,3.6,46.5194921171,8.6345754932,"BFE, Switzerland Power Plant.csv",2.45171960889
513,,,Ceresa,Ceresa,Switzerland,Hydro,Run-Of-River,2.0,46.4856544595,8.78804420318,"BFE, Switzerland Power Plant.csv",1.36206644938
514,,,"Piumogna, dalpe","Piumogna, dalpe",Switzerland,Hydro,Run-Of-River,1.0,46.4665637849,8.76660589676,"BFE, Switzerland Power Plant.csv",0.681033224692
515,,,Ticinetto,Ticinetto,Switzerland,Hydro,Run-Of-River,2.9,46.4195742834,8.85066701859,"BFE, Switzerland Power Plant.csv",1.97499635161
516,,,Spina valbella,Spina valbella,Switzerland,Hydro,Run-Of-River,4.2,46.431134362,9.20699910427,"BFE, Switzerland Power Plant.csv",2.86033954371
517,,,Mesocco nan ros,Mesocco nan ros,Switzerland,Hydro,Run-Of-River,0.35,46.4196352889,9.23446723925,"BFE, Switzerland Power Plant.csv",0.238361628642
518,,,Corgello peccia,Peccia corgello,Switzerland,Hydro,Run-Of-River,0.98,46.4156418664,8.61147407012,"BFE, Switzerland Power Plant.csv",0.667412560198
519,,,Campo vallemaggia,Campo vallemaggia,Switzerland,Hydro,Run-Of-River,1.28,46.2853101718,8.5086146267,"BFE, Switzerland Power Plant.csv",0.871722527606
520,,,Cerentino,Cerentino,Switzerland,Hydro,Run-Of-River,1.38,46.3065771304,8.5516126454,"BFE, Switzerland Power Plant.csv",0.939825850075
521,,,Ponte brolla,Ponte brolla,Switzerland,Hydro,Run-Of-River,3.1,46.18559009,8.75120889324,"BFE, Switzerland Power Plant.csv",2.11120299655
522,,,Sigirino monteceneri,Sigirino monteceneri,Switzerland,Hydro,Run-Of-River,0.84,46.0774335119,8.91253368696,"BFE, Switzerland Power Plant.csv",0.572067908742
523,,,Valmara,Valmara,Switzerland,Hydro,Run-Of-River,0.95,45.9394453937,8.9776796767,"BFE, Switzerland Power Plant.csv",0.646981563458
524,,,Pedecosta,Pedecosta,Switzerland,Hydro,Run-Of-River,0.51,46.3576454254,10.0757152147,"BFE, Switzerland Power Plant.csv",0.347326944593
525,,,Plancanin,Plancanin,Switzerland,Hydro,Run-Of-River,0.5,46.3638966463,9.71265622238,"BFE, Switzerland Power Plant.csv",0.340516612346
526,,,Silvaplana,Silvaplana,Switzerland,Hydro,Run-Of-River,1.47,46.4596242856,9.79337673204,"BFE, Switzerland Power Plant.csv",1.0011188403
527,,,Morteratsch,Morteratsch,Switzerland,Hydro,Run-Of-River,0.57,46.4525803371,9.94164682347,"BFE, Switzerland Power Plant.csv",0.388188938075
528,,,Champagna,Champagna,Switzerland,Hydro,Run-Of-River,0.36,46.5419232912,9.89347601258,"BFE, Switzerland Power Plant.csv",0.245171960889
529,,,Madulain,Madulain,Switzerland,Hydro,Run-Of-River,1.56,46.5852709512,9.9363025202,"BFE, Switzerland Power Plant.csv",1.06241183052
530,,,Guarda ara,Guarda ara,Switzerland,Hydro,Run-Of-River,0.35,46.7684823294,10.1429807693,"BFE, Switzerland Power Plant.csv",0.238361628642
531,,,Tasnan,Tasnan,Switzerland,Hydro,Run-Of-River,6.6,46.7776529012,10.2257209387,"BFE, Switzerland Power Plant.csv",4.49481928297
532,,,Tarasp ischla,Tarasp ischla,Switzerland,Hydro,Run-Of-River,0.92,46.7899029834,10.2837559953,"BFE, Switzerland Power Plant.csv",0.626550566717
533,,,Clemgia,Clemgia,Switzerland,Hydro,Run-Of-River,1.9,46.7884940361,10.296917759,"BFE, Switzerland Power Plant.csv",1.29396312692
534,,,Chasura,Chasura,Switzerland,Hydro,Run-Of-River,0.3,46.8702702474,10.4358013527,"BFE, Switzerland Power Plant.csv",0.204309967408
535,,,Punt dal gall dotieranlage,Punt dal gall dotierzentrale,Switzerland,Hydro,Run-Of-River,2.8,46.6234441915,10.1932036115,"BFE, Switzerland Power Plant.csv",1.90689302914
536,,,Muranzina,Muranzina,Switzerland,Hydro,Run-Of-River,2.0,46.5965486956,10.4278045452,"BFE, Switzerland Power Plant.csv",1.36206644938
537,,,Chasseras,Chasseras,Switzerland,Hydro,Run-Of-River,1.07,46.614013798,10.4414426528,"BFE, Switzerland Power Plant.csv",0.728705550421
538,Coo trois ponts,Coo and,,Coo,Belgium,Hydro,Pumped Storage,1164.0,50.3759648256,5.86786944065,Belgium Power Plant.csv,1186.40057021
539,Waldeck,Waldeck,,Waldeck bringhausen,Germany,Hydro,Pumped Storage,694.0,51.178036995,9.05471322559,Germany Power Plants (conventional).csv,816.783446464
540,Anapo,Anapo,,Anapo c.le,Italy,Hydro,Pumped Storage,600.0,37.132709525,15.156754275,Italy Power Plant.csv,1106.80592992
541,Akkats,Akkats,,Akkats,Sweden,Hydro,Reservoir,150.0,66.5643886115,20.0879879882,Sweden Power Plant.csv,155.301335719
542,Olidan,Olidan,,Olidan,Sweden,Hydro,Reservoir,220.0,58.1949120004,12.2286306403,Sweden Power Plant.csv,227.775292388
543,Turlough,Turlough hill tomaneena,,Turlough,Ireland,Hydro,Pumped Storage,292.0,53.0498259333,-6.3276889,Ireland and Northern Ireland.csv,379.31372549
544,Einaudi chiotas,Entracque chiotas piastra,,Entracque_chro,Italy,Hydro,Pumped Storage,1184.0,44.22150645,7.399834325,Italy Power Plant.csv,2184.09703504
545,Roncovalgrande delio,Roncovalgrande,,Roncovalgrande,Italy,Hydro,Pumped Storage,1016.0,46.0477074687,8.73300410712,Italy Power Plant.csv,1874.19137466
546,Fiorano,San fiorano,,S.fiorano,Italy,Hydro,Pumped Storage,568.0,45.822915125,10.19210065,Italy Power Plant.csv,1047.77628032
547,Presenzano,Presenzano domenico cimarosa,,Presenzano,Italy,Hydro,Pumped Storage,1005.0,41.377860625,14.08292425,Italy Power Plant.csv,1853.89993261
548,Einaudi rovina,Entracque rovina piastra,,Entracque rovina,Italy,Hydro,Pumped Storage,134.0,44.238103975,7.394192325,Italy Power Plant.csv,247.186657682
549,Edolo,Edolo,,Edolo,Italy,Hydro,Pumped Storage,1280.0,46.17695615,10.334052825,Italy Power Plant.csv,2361.18598383
550,Markersbach,Markersbach,,Markersbach,Germany,Hydro,Pumped Storage,1050.0,50.6500102,12.869328125,Germany Power Plants (conventional).csv,1235.76746223
551,Goldisthal,Goldisthal,,Goldisthal,Germany,Hydro,Pumped Storage,1060.67,50.510727125,11.04402055,Germany Power Plants (conventional).csv,1248.32521349
552,Porjus nya,Porjus,,Porjus,Sweden,Hydro,Reservoir,480.0,66.9600713201,19.8090654095,Sweden Power Plant.csv,496.964274302
553,Boden,Boden,,Boden,Sweden,Hydro,Reservoir,80.0,65.8199766043,21.6848721673,Sweden Power Plant.csv,82.8273790503
554,Cruachan,Cruachan scotland,,Cruachan,United Kingdom,Hydro,Pumped Storage,440.0,56.497204554,-4.8298960149,UK Power Plant.csv,401.228443185
555,Villarino,Almendra villarino,,Villarino,Spain,Hydro,Reservoir,850.88,41.826017,-6.3692983,Spain Power Plants Over 10 MW.csv,952.745569108
556,Ffestiniog,Ffestiniog wales,,Ffestiniog,United Kingdom,Hydro,Pumped Storage,360.0,52.8068042269,-3.89448893743,UK Power Plant.csv,328.277817151
557,Dinorwig,Dinorwig,,Dinorwig,United Kingdom,Hydro,Pumped Storage,1890.0,52.9215559212,-4.0565523206,UK Power Plant.csv,1723.45854004
558,Koepchenwerk,Koepchenwerk herdecke,,Koepchenwerk,Germany,Hydro,Pumped Storage,154.0,51.432536325,7.44211095,Germany Power Plants (conventional).csv,181.24589446
559,Ronkhausen,Rönkhausen,,Pumpspeicherwerk rönkhausen,Germany,Hydro,Pumped Storage,140.0,51.196970125,7.976609825,Germany Power Plants (conventional).csv,164.768994964
560,Vittjarv,Vittjarv,,Vittjarv,Sweden,Hydro,Reservoir,36.0,65.8473516667,21.5581045667,Sweden Power Plant.csv,37.2723205726
561,Erzhausen,Erzhausen,,Erzhausen,Germany,Hydro,Pumped Storage,246.0,51.8805400625,9.94439201915,Germany Power Plants (conventional).csv,289.522662579
562,Harspranget,Harspranget,,Harspranget,Sweden,Hydro,Reservoir,977.0,66.9102683201,19.8183824095,Sweden Power Plant.csv,1011.52936665
563,Messaure,Messaure,,Messaure,Sweden,Hydro,Reservoir,480.0,66.6584938871,20.1641580779,Sweden Power Plant.csv,496.964274302
564,Wendefurth,Wendefurth,,Wendefurth,Germany,Hydro,Pumped Storage,80.0,51.738752825,10.9162255,Germany Power Plants (conventional).csv,94.1537114079
565,Stornorrfors,Stornorrfors,,Stornorrfors,Sweden,Hydro,Reservoir,599.0,63.8537415049,20.1099298237,Sweden Power Plant.csv,620.170000639
566,Ligga,Ligga,,Ligga,Sweden,Hydro,Reservoir,351.4,66.4518076534,20.5864554095,Sweden Power Plant.csv,363.819262478
567,Hojum,Hojum,,Hojum,Sweden,Hydro,Reservoir,370.0,58.2814204672,12.2819483871,Sweden Power Plant.csv,383.076628108
568,Alvkarleby,Alvkarleby,,Alvkarleby,Sweden,Hydro,Reservoir,126.0,60.524429725,17.405914375,Sweden Power Plant.csv,130.453122004
569,Laxede,Laxede,,Laxede,Sweden,Hydro,Reservoir,222.0,66.2536250104,20.8396873275,Sweden Power Plant.csv,229.845976865
570,Hausling,Haeusling,,Häusling,Austria,Hydro,Pumped Storage,360.0,47.1473233333,11.9670585667,Verbund Power Plant.csv,496.055916126
571,Rosshag,Rosshag,,Roßhag,Austria,Hydro,Pumped Storage,232.0,47.0855712333,11.7714932667,Verbund Power Plant.csv,319.680479281
572,Wehr,Wehr,,Wehr,Germany,Hydro,Pumped Storage,992.0,47.6379502046,7.91047848312,Germany Power Plants (conventional).csv,1167.50602146
573,Foyers,Foyers scotland,,Foyers falls,United Kingdom,Hydro,Pumped Storage,305.0,57.1559435807,-4.37829895898,UK Power Plant.csv,278.124261753
