id,CARMA,GEO,OPSD,WRI,Country,Fueltype,Classification,Capacity,lat,lon,File
619,Seabank,Seabank and,,Seabank,United Kingdom,Natural Gas,CCGT,1222.0,51.2209829,-2.42520353333,UK Power Plant.csv
620,Coo trois ponts,Coo and,,Coo,Belgium,Hydro,Pumped Storage,1164.0,50.3780895384,5.86663141098,Belgium Power Plant.csv
621,Ghislain,Saint ghislain,,Saint ghislain steg,Belgium,Natural Gas,CCGT,360.0,50.47155,3.82525,Belgium Power Plant.csv
622,Niehl,Niehl,,Niehl,Germany,Natural Gas,CCGT,413.0,50.9488314333,6.966258,Germany Power Plants (conventional).csv
623,Arrubal,Arrubal,,Arrubal,Spain,Natural Gas,CCGT,800.0,42.42844,-2.250715,Spain Power Plants Over 10 MW.csv
624,Wilhelmshaven,Wilhelmshaven,,Wilhelmshaven coal,Germany,Coal,Thermal,826.0,53.5525044567,8.13336506933,Germany Power Plants (conventional).csv
625,Franken,Franken,,Franken,Germany,Natural Gas,Thermal,843.0,49.4408501,11.0512436,Germany Power Plants (conventional).csv
626,Brokdorf,Brokdorf,,Brokdorf,Germany,Nuclear,,1480.0,53.8507166667,9.3448611111,EU Nuclear Power.csv
627,Puente nuevo,Puente nuevo,,Puente nuevo,Spain,Coal,Thermal,324.0,38.111827,-4.934408,Spain Power Plants Over 10 MW.csv
628,Heyden,Heyden,,Heyden,Germany,Coal,"Coal Hard, Thermal",911.0,52.3801179933,8.98705797133,Germany Power Plants (conventional).csv
629,Livorno ferraris,E.on livorno ferraris,,E.on c.te livorno ferraris,Italy,Natural Gas,CCGT,804.0,45.2684473333,8.11601733333,Italy Power Plant.csv
630,Ostiglia,E.on ostiglia,,Ostiglia,Italy,Natural Gas,CCGT,1890.0,45.0613410333,11.1375663333,Italy Power Plant.csv
631,Barrios,Los barrios,,Barrios,Spain,Coal,Thermal,570.05,36.183248,-5.419207,Spain Power Plants Over 10 MW.csv
632,Buschhaus,Buschhaus,,Buschhaus,Germany,Coal,"Lignite, Thermal",390.0,52.0163645667,11.1624700667,Germany Power Plants (conventional).csv
633,Tavazzano,E.on tavazzano,,Tavazzano,Italy,Natural Gas,CCGT,1810.0,45.334516,9.44418533333,Italy Power Plant.csv
634,Waldeck,Waldeck,,Waldeck bringhausen,Germany,Hydro,Pumped Storage,694.0,51.1832337267,9.05142696745,Germany Power Plants (conventional).csv
635,Escatron combi,E.on escatron,,Escatron,Spain,Natural Gas,CCGT,1160.0,41.29574775,-0.33397025,Spain Power Plants Over 10 MW.csv
636,Grohnde,Grohnde,,Grohnde,Germany,Nuclear,,1430.0,52.0350388889,9.41216666665,EU Nuclear Power.csv
637,Schkopau,Schkopau,,Schkopau,Germany,Coal,"CHP, Lignite",960.0,51.3957317433,11.9620582667,Germany Power Plants (conventional).csv
638,Killingholme,Killingholme,,Killingholme,United Kingdom,Natural Gas,CCGT,1565.0,53.7468777558,-0.559302975581,UK Power Plant.csv
639,Irsching,Irsching,,Gemeinschaftskraftwerk irsching,Germany,Natural Gas,CCGT,1615.0,48.6224578917,11.8311578833,Germany Power Plants (conventional).csv
640,Oskarshamn,Oskarshamn,,Oskarshamn,Sweden,Nuclear,,2637.075,57.4142627778,16.6697155555,EU Nuclear Power.csv
641,Rostock,Rostock,,Kng rostock,Germany,Coal,Thermal,553.0,54.1255554233,12.1311291967,Germany Power Plants (conventional).csv
642,Lixhe,Lixhe,,Hu lixhe,Belgium,Hydro,Run-Of-River,20.0,50.7446479347,5.69268594208,Belgium Power Plant.csv
643,Quirico,Edison san quirco,,Quirico,Italy,Natural Gas,CCGT,137.0,44.8823115,10.2945277667,Italy Power Plant.csv
644,Altbach,Altbach,,Altbach deizisau coal,Germany,Coal,Thermal,1294.3,48.7203403033,9.37571201233,Germany Power Plants (conventional).csv
645,Verzuolo gever,Edison verzuolo gever,,Verzuolo,Italy,Natural Gas,CCGT,140.0,44.5971865,7.48175866667,Italy Power Plant.csv
646,Gissi,Gissi,,Gissi,Italy,Natural Gas,CCGT,840.0,42.0404663667,14.5575495,Italy Power Plant.csv
647,Cassano d'adda,Cassano d'adda,,Cassano d’adda,Italy,Natural Gas,CCGT,1000.0,45.5008675603,9.4066654257,Italy Power Plant.csv
648,Monfalcone,Monfalcone,,Monfalcone,Italy,Coal,Thermal,976.0,45.8009795,13.5407122,Italy Power Plant.csv
649,Scandale,Scandale,,Centrale di scandale,Italy,Natural Gas,CCGT,826.0,39.1162026,16.9858110333,Italy Power Plant.csv
650,Leini,Leini,,Leini,Italy,Natural Gas,CCGT,385.0,45.1761666667,7.726304,Italy Power Plant.csv
651,Piacenza,Edipower piacenza,,Piacenza,Italy,Natural Gas,CCGT,1200.0,45.0525917,9.70110203333,Italy Power Plant.csv
652,Kilroot,Kilroot,,Kilroot,United Kingdom,Coal,Thermal,658.0,54.7027276167,-6.03161173657,UK Power Plant.csv
653,Batiaz,Batiaz,,Bâtiaz,Switzerland,Hydro,Reservoir,180.0,46.3929749667,7.8266835,Switzerland Power Plant.csv
654,Plana vent,Plana del vent,,Ctcc plana vent,Spain,Natural Gas,CCGT,819.03,41.4331743295,1.55640709839,Spain Power Plants Over 10 MW.csv
655,Moneypoint,Moneypoint,,Moneypoint fgd scr,Ireland,Coal,Thermal,915.0,52.60745,-9.42316,Ireland and Northern Ireland.csv
656,North wall,North wall,,Northwall,Ireland,Natural Gas,"CCGT, OCGT",270.0,53.3470964411,-6.23914260559,Ireland and Northern Ireland.csv
657,Rizziconi,Rizziconi,,Rizziconi,Italy,Natural Gas,CCGT,800.0,38.4222833333,15.968798,Italy Power Plant.csv
658,Sparanise,Sparanise,,Sparanise,Italy,Natural Gas,CCGT,800.0,41.1806863333,14.102763,Italy Power Plant.csv
659,Ludwigshafen mitte,Ludwigshafen mitte,,Mitte,Germany,Natural Gas,CCGT,490.0,49.4863823667,8.43616493333,Germany Power Plants (conventional).csv
660,Bergkamen,Bergkamen,,Bergkamen,Germany,Coal,"Coal Hard, Thermal",819.0,51.62964163,7.62761109667,Germany Power Plants (conventional).csv
661,Brindisi,Enel brindisi sud federico,,Brindisi sud ce,Italy,Coal,Thermal,2640.0,40.5888861667,18.0031893333,Italy Power Plant.csv
662,Montalto castro,Montalto di castro alessandro volta,,Montalto alessandro volta,Italy,Natural Gas,CCGT,3600.0,42.3536935,11.5835212333,Italy Power Plant.csv
663,Anapo,Anapo,,Anapo c.le,Italy,Hydro,Pumped Storage,500.0,37.1433293667,15.1691130333,Italy Power Plant.csv
664,Castellon,Castellon,,"Ctcc castellon,",Spain,Natural Gas,CCGT,1651.4,39.9661242666,-0.0118861,Spain Power Plants Over 10 MW.csv
665,Ravenna enichem,Eni ravenna,,Enipower ravenna,Italy,Natural Gas,CCGT,1021.75,44.4378174667,12.2256352333,Italy Power Plant.csv
666,Kozloduy,Kozloduy,,Kozloduy,Bulgaria,Nuclear,,2000.0,43.7444555556,23.7730777778,EU Nuclear Power.csv
667,Amorebieta,Amorebieta boroa,,Amorebieta,Spain,Natural Gas,CCGT,786.42,43.22569435,-2.74152765,Spain Power Plants Over 10 MW.csv
668,Lunen,Lünen,,Lünen,Germany,Coal,Thermal,1219.0,51.6149838333,7.50705483333,Germany Power Plants (conventional).csv
669,Herne,Herne,,Herne,Germany,Coal,"Coal Hard, Thermal",950.0,51.5460798,7.2079739,Germany Power Plants (conventional).csv
670,Weiher,Weiher quierschied,,Weiher,Germany,Coal,Thermal,724.0,49.3257546333,7.04542133333,Germany Power Plants (conventional).csv
671,Loviisa,Loviisa finland,,Loviisa,Finland,Nuclear,,1040.0,60.3715111111,26.3470111111,EU Nuclear Power.csv
672,Anllares,Anllares,,Anllares,Spain,Coal,Thermal,365.2,42.692569,-6.5646935,Spain Power Plants Over 10 MW.csv
673,Narcea,Narcea,,Narcea,Spain,Coal,Thermal,595.0,43.3150255,-6.404108,Spain Power Plants Over 10 MW.csv
674,Robla fenosa,Robla,,Robla,Spain,Coal,Thermal,655.0,42.79771,-5.63152,Spain Power Plants Over 10 MW.csv
675,Meirama,Meirama,,Meirama,Spain,Coal,"Lignite, Thermal",563.0,43.1225184806,-8.41005210571,Spain Power Plants Over 10 MW.csv
676,Heid goreux,Heid goreux,,Heid goreux,Belgium,Hydro,Run-Of-River,8.1,50.4500564608,5.70482086792,Belgium Power Plant.csv
677,Castelnou,Castelnou,,Ciclo combinado castelnou,Spain,Natural Gas,CCGT,790.68,41.216243,-0.2937575,Spain Power Plants Over 10 MW.csv
678,Drogenbos,Drogenbos,,Drogenbos,Belgium,Natural Gas,CCGT,604.0,50.803366,4.298409,Belgium Power Plant.csv
679,Tihange,Tihange,,Tihange,Belgium,Nuclear,,3153.0,50.5344576733,5.27377605267,EU Nuclear Power.csv
680,Amercoeur,Amercoeur,,Amercoeur tgv,Belgium,Natural Gas,CCGT,553.8,50.4357539691,4.39359941864,Belgium Power Plant.csv
681,Torrevaldaliga,Tirrenopower torrevaldaliga south,,Torrevaldaliga south,Italy,Natural Gas,CCGT,1947.0,42.1153951333,11.7708080667,Italy Power Plant.csv
682,Vado ligure,Tirrenopower vado ligure,,Vado ligure coal,Italy,Coal,Thermal,1740.0,44.2815676667,8.42466166667,Italy Power Plant.csv
683,Napoli levante,Tirrenopower napoli levante,,Napoli,Italy,Natural Gas,CCGT,438.0,40.8347592,14.2837755333,Italy Power Plant.csv
684,Krsko,Krsko reactor,,Krsko,Slovenia,Nuclear,,730.0,45.9386166666,15.5157777778,EU Nuclear Power.csv
685,Soto ribera,Soto ribera,,"Ctcc soto ribera,",Spain,Natural Gas,CCGT,1033.1,43.3381967845,-5.86123205672,Spain Power Plants Over 10 MW.csv
686,Abono,Abono,,Abono,Spain,Coal,Thermal,921.7,43.555791,-5.722986,Spain Power Plants Over 10 MW.csv
687,Akkats,Akkats,,Akkats,Sweden,Hydro,Reservoir,150.0,66.5308884173,20.2221209823,Sweden Power Plant.csv
688,Lippendorf,Lippendorf,,Braunkohlekraftwerk lippendorf,Germany,Coal,"Lignite, Thermal",1866.0,51.18930694,12.37695618,Germany Power Plants (conventional).csv
689,Olidan,Olidan,,Olidan,Sweden,Hydro,Run-Of-River,104.0,58.1682160006,12.2140075204,Sweden Power Plant.csv
690,Guardo,Velilla guarda,,Ct guardo,Spain,Coal,CHP,516.0,42.8221045,-4.850081,Spain Power Plants Over 10 MW.csv
691,Castro,Castro,,Castro,Spain,Hydro,Reservoir,195.29,41.697448,-5.8267305,Spain Power Plants Over 10 MW.csv
692,Heilbronn,Heilbronn,,Heilbronn,Germany,Coal,Thermal,1066.0,49.1649541333,9.211405433,Germany Power Plants (conventional).csv
693,Ringvaart,Ringvaart,,Ringvaart steg,Belgium,Natural Gas,CCGT,359.0,51.1020865,3.718874,Belgium Power Plant.csv
694,Gent ham,Ham ghent ocgt and heat,,Ham,Belgium,Natural Gas,OCGT,171.5,51.0548,3.72653335,Belgium Power Plant.csv
695,Simeri crichi,Edison simeri crichi,,Simeri crichi,Italy,Natural Gas,CCGT,857.0,38.902426,16.651835,Italy Power Plant.csv
696,Altomonte,Edison altomonte,,Altomonte,Italy,Natural Gas,CCGT,808.0,39.5735971334,16.1983941747,Italy Power Plant.csv
697,Grands malades,Grand malades,,Hu grand malades,Belgium,Hydro,Run-Of-River,5.0,50.4614282398,4.88543202362,Belgium Power Plant.csv
698,Ampsin neuville,Ampsin neuville,,Hu ampsin neuville,Belgium,Hydro,Run-Of-River,10.0,50.5375133033,5.2870503479,Belgium Power Plant.csv
699,Angleur,Angleur,,Angleur tg,Belgium,Natural Gas,CCGT,238.0,50.6144975563,5.59156122742,Belgium Power Plant.csv
700,Bussi,Edison bussi sul tirino,,Bussi,Italy,Natural Gas,CCGT,133.0,42.2044116667,13.8352413333,Italy Power Plant.csv
701,Torviscosa,Edison torviscosa,,Torviscosa,Italy,Natural Gas,CCGT,790.0,45.81872,13.2852516667,Italy Power Plant.csv
702,Jesi,Edison jesi,,Jesi,Italy,Natural Gas,CCGT,140.0,43.5419860333,13.2716441333,Italy Power Plant.csv
703,Sarmato,Edison sarmato,,Sarmato,Italy,Natural Gas,CCGT,182.0,45.0563261,9.4969827,Italy Power Plant.csv
704,Candela,Edison candela,,Candela,Italy,Natural Gas,CCGT,400.0,41.1803306667,15.4888956667,Italy Power Plant.csv
705,Andenne,Andenne seilles,,Hu andenne,Belgium,Hydro,Run-Of-River,9.15,50.491104,5.0825635,Belgium Power Plant.csv
706,Filippo mela,Edipower san filippo del mela,,Filippo mela,Italy,Oil,CHP,1280.0,38.186266,15.2773377,Italy Power Plant.csv
707,Chivasso,Edipower chivasso,,Chivasso,Italy,Natural Gas,CCGT,1179.0,45.186095,7.890719,Italy Power Plant.csv
708,Sermide,Edipower sermide,,Sermide,Italy,Natural Gas,CCGT,1520.0,45.0053531667,11.2732275,Italy Power Plant.csv
709,Marina,Marina ocgt,,Marina no st,Ireland,Natural Gas,OCGT,145.0,51.8989846459,-8.45820459404,Ireland and Northern Ireland.csv
710,Ardnacrusha,Ardnacrusha,,Ardnacrusha,Ireland,Hydro,Run-Of-River,86.0,52.31599445,-8.81098335,Ireland and Northern Ireland.csv
711,Turlough,Turlough hill tomaneena,,Turlough,Ireland,Hydro,Pumped Storage,292.0,53.0607111,-6.29500555,Ireland and Northern Ireland.csv
712,Poolbeg,Poolbeg,,Poolbeg combined cycle,Ireland,Natural Gas,CCGT,978.2,53.33935,-6.1866,Ireland and Northern Ireland.csv
713,West offaly,West offaly,,West offaly,Ireland,Coal,Thermal,150.0,53.275639,-8.038761,Ireland and Northern Ireland.csv
714,Aghada,Aghada,,Aghada,Ireland,Natural Gas,"CCGT, OCGT",963.0,51.8348931124,-8.23453115212,Ireland and Northern Ireland.csv
715,Great island,Great island,,Great island,Ireland,Oil,CHP,240.0,52.2842335,-6.9674445,Ireland and Northern Ireland.csv
716,Tarbert,Tarbert,,Tarbert,Ireland,Oil,CHP,620.0,52.5810389,-9.3692389,Ireland and Northern Ireland.csv
717,Vandellos,Vandellos,,Vandellos,Spain,Nuclear,,1087.1,40.9510944444,0.86613333335,EU Nuclear Power.csv
718,Asco,Asco,,Asco,Spain,Nuclear,,2068.0,41.2004,0.5686722222,EU Nuclear Power.csv
719,Einaudi chiotas,Entracque chiotas piastra,,Entracque_chro,Italy,Hydro,Pumped Storage,1184.0,44.23615,7.39427733333,Italy Power Plant.csv
720,Compostilla,Compostilla,,Compostilla,Spain,Coal,Thermal,1199.6,42.61998,-6.564015,Spain Power Plants Over 10 MW.csv
721,Casella,Enel casella,,Casella c.le,Italy,Natural Gas,CCGT,1512.0,45.0799150333,9.46498543333,Italy Power Plant.csv
722,Teruel,Teruel andorra,,Teruel,Spain,Coal,"Lignite, Thermal",1055.77,40.9971535,-0.380591,Spain Power Plants Over 10 MW.csv
723,Tolle,Enel porto tolle,,Porto tolle,Italy,Oil,CHP,2640.0,44.9414329333,12.4050039,Italy Power Plant.csv
724,Roncovalgrande delio,Roncovalgrande,,Roncovalgrande,Italy,Hydro,Pumped Storage,1016.0,46.0624848249,8.74814644283,Italy Power Plant.csv
725,Sulcis,Enel sulcis grazia deledda,,Sulcis centr,Italy,Coal,Thermal,585.0,39.4942197667,8.6102591,Italy Power Plant.csv
726,Litoral almeria,Litoral almeira carboneras,,Litoral almeria,Spain,Coal,Thermal,1158.0,36.9792435,-1.904541,Spain Power Plants Over 10 MW.csv
727,Barbara enel,Santa barbara,,Santa barbara,Italy,Natural Gas,CCGT,390.0,43.5499765667,11.4815760667,Italy Power Plant.csv
728,Torrevaldaliga,Enel torrevaldaliga nord,,Torrevaldaliga nord,Italy,Coal,Thermal,1980.0,42.1139211333,11.7729597333,Italy Power Plant.csv
729,Fiorano,San fiorano,,S.fiorano,Italy,Hydro,Pumped Storage,568.0,45.7455189667,10.1394183667,Italy Power Plant.csv
730,Presenzano,Presenzano domenico cimarosa,,Presenzano,Italy,Hydro,Pumped Storage,1005.0,41.3782726667,14.08106,Italy Power Plant.csv
731,Corsini,Enel porto corsini teodora,,Porto corsini,Italy,Natural Gas,CCGT,750.0,44.4613951333,12.2443575667,Italy Power Plant.csv
732,Bexbach,Bexbach,,Bexbach,Germany,Coal,Thermal,773.0,49.35869285,7.24269381467,Germany Power Plants (conventional).csv
733,Einaudi rovina,Entracque rovina piastra,,Entracque rovina,Italy,Hydro,Pumped Storage,134.0,44.23615,7.393454,Italy Power Plant.csv
734,Edolo,Edolo,,Edolo,Italy,Hydro,Pumped Storage,1280.0,46.1757993333,10.3354393333,Italy Power Plant.csv
735,Vannucci bastardo,Enel pietro vannucci bastardo,,Bastardo,Italy,Coal,"Lignite, Thermal",150.0,42.8999472333,12.5445459667,Italy Power Plant.csv
736,Cristobal colon,Cristobal colon,,Cristobal colon,Spain,Natural Gas,CCGT,400.0,37.203505,-6.9433475,Spain Power Plants Over 10 MW.csv
737,Nossener bruecke,Nossener brücke,,Dresden nossener brücke,Germany,Natural Gas,CCGT,270.0,51.0474265603,13.7283537299,Germany Power Plants (conventional).csv
738,Brindisi enipower,Enipower spa brindisi,,Enipower brindisi,Italy,Natural Gas,CCGT,1321.0,40.6345171667,17.9861826667,Italy Power Plant.csv
739,Munchen,Munchen nord,,Nord,Germany,Coal,Thermal,390.0,48.1855533233,11.64136415,Germany Power Plants (conventional).csv
740,Olkiluoto,Olkiluoto tvo finland,,Olkiluoto,Finland,Nuclear,,1920.0,61.2370222222,21.4420666666,EU Nuclear Power.csv
741,Tynagh,Tynagh,,Tynagh,Ireland,Natural Gas,CCGT,404.0,53.1662,-8.381575,Ireland and Northern Ireland.csv
742,Westfalen,Westfalen hamm,,Westfalen,Germany,Coal,Thermal,1600.0,51.6778430733,7.953428847,Germany Power Plants (conventional).csv
743,Markersbach,Markersbach,,Markersbach,Germany,Hydro,,1050.0,50.6882536,12.8710693,Germany Power Plants (conventional).csv
744,Charlottenburg,Charlottenburg,,Charlottenburg,Germany,Natural Gas,"Heat OCGT, Power",633.0,52.521201555,13.3695633301,Germany Power Plants (conventional).csv
745,Goldisthal,Goldisthal,,Goldisthal,Germany,Hydro,Pumped Storage,1060.67,50.5143028333,11.0031385,Germany Power Plants (conventional).csv
746,Wedel,Wedel,,Wedel,Germany,Coal,Thermal,392.0,53.5713935467,9.718270251,Germany Power Plants (conventional).csv
747,Reuter west,Reuter west,,West,Germany,Coal,Thermal,640.0,52.8517615167,11.87421464,Germany Power Plants (conventional).csv
748,Porjus nya,Porjus,,Porjus,Sweden,Hydro,Reservoir,480.0,66.9591349801,19.8115146143,Sweden Power Plant.csv
749,Boden,Boden,,Boden,Sweden,Hydro,Run-Of-River,80.0,65.8164904065,21.6801212509,Sweden Power Plant.csv
750,Emsland lingen,Lingen emsland,,Emsland,Germany,Natural Gas,CCGT,1837.0,52.5013131117,7.31061532733,Germany Power Plants (conventional).csv
751,Villach,Villach,,Villach,Austria,Hydro,Run-Of-River,25.322,46.6215889,13.84261665,Verbund Power Plant.csv
752,Greifenstein,Greifenstein,,Greifenstein,Austria,Hydro,Run-Of-River,311.1,48.3509831882,16.2423280823,Verbund Power Plant.csv
753,Lavamund,Lavamuend,,Lavamünd,Austria,Hydro,Run-Of-River,28.0,46.6417425161,14.9425142838,Verbund Power Plant.csv
754,Paternion,Paternion,,Paternion,Austria,Hydro,Run-Of-River,24.0,46.71752835,13.64070555,Verbund Power Plant.csv
755,Kellerberg,Kellersberg,,Kellerberg,Austria,Hydro,Run-Of-River,25.0,46.67,13.70705555,Verbund Power Plant.csv
756,Huntstown,Huntstown,,Huntstown,Ireland,Natural Gas,CCGT,747.0,53.41225,-6.32564,Ireland and Northern Ireland.csv
757,Lada,Lada,,Ct lada,Spain,Coal,Thermal,513.0,43.307802385,-5.69545898437,Spain Power Plants Over 10 MW.csv
758,Saucelle,Saucelle,,Saucelle,Spain,Hydro,Reservoir,525.0,41.046344,-6.779991,Spain Power Plants Over 10 MW.csv
759,Cofrentes,Cofrentes,,Cofrentes,Spain,Nuclear,,1102.0,39.2150333334,-1.05045,EU Nuclear Power.csv
760,Arcos iberdrola,Arcos frontera,,Arcos frontera,Spain,Natural Gas,CCGT,1600.0,36.673653,-5.8157775,Spain Power Plants Over 10 MW.csv
761,Ricobayo esla,Ricobayo,,Ricobayo,Spain,Hydro,Reservoir,326.57,41.524192,-5.978008,Spain Power Plants Over 10 MW.csv
762,Villalcampo,Villalcampo,,Villalcampo,Spain,Hydro,Reservoir,215.81,41.506796,-6.067056,Spain Power Plants Over 10 MW.csv
763,Jose oriol,Jose maria oriol alcantara,,"Jose oriol,",Spain,Hydro,Reservoir,957.0,39.724475,-6.8842375,Spain Power Plants Over 10 MW.csv
764,Cruachan,Cruachan scotland,,Cruachan,United Kingdom,Hydro,Pumped Storage,440.0,56.5274454054,-4.7356163532,UK Power Plant.csv
765,Villarino,Almendra villarino,,Villarino,Spain,Hydro,Reservoir,850.88,42.104738,-6.320117,Spain Power Plants Over 10 MW.csv
766,Saltend,Saltend,,Saltend,United Kingdom,Natural Gas,CCGT,1200.0,53.8009285765,-0.549722954707,UK Power Plant.csv
767,Ffestiniog,Ffestiniog wales,,Ffestiniog,United Kingdom,Hydro,Pumped Storage,360.0,52.7560506359,-3.88149924991,UK Power Plant.csv
768,Dinorwig,Dinorwig,,Dinorwig,United Kingdom,Hydro,Pumped Storage,1890.0,52.8507244617,-4.0374241608,UK Power Plant.csv
769,Moncalieri,Iride moncalieri,,Moncalieri,Italy,Natural Gas,CCGT,790.0,44.9960611333,7.6788811,Italy Power Plant.csv
770,Frimmersdorf,Frimmersdorf,,Frimmersdorf,Germany,Coal,"Lignite, Thermal",2413.0,51.0523565296,6.57702738147,Germany Power Plants (conventional).csv
771,Koepchenwerk,Koepchenwerk herdecke,,Koepchenwerk,Germany,Hydro,Pumped Storage,154.0,51.4423262,7.44520206667,Germany Power Plants (conventional).csv
772,Gundremmingen,Gundremmingen,,Gundremmingen,Germany,Nuclear,,2688.0,48.5148011111,10.4017111111,EU Nuclear Power.csv
773,Ems lingen,Emsland,,Emsland,Germany,Nuclear,,1406.0,52.4729152778,7.31912916665,EU Nuclear Power.csv
774,Mainz,Mainz wiesbaden,,Mainz,Germany,Natural Gas,CCGT,776.0,50.0177576133,8.24861807633,Germany Power Plants (conventional).csv
775,Modugno sorgenia,Sorgenia modugno,,Sorgenia puglia centrale di modugno,Italy,Natural Gas,CCGT,800.0,41.0941656333,16.7715115,Italy Power Plant.csv
776,Ronkhausen,Rönkhausen,,Pumpspeicherwerk rönkhausen,Germany,Hydro,Pumped Storage,140.0,51.2047571333,7.97750813333,Germany Power Plants (conventional).csv
777,Munchen,Munchen sud,,Süd,Germany,Natural Gas,CCGT,763.89,48.1257228966,11.5656312531,Germany Power Plants (conventional).csv
778,Vittjarv,Vittjarv,,Vittjarv,Sweden,Hydro,Run-Of-River,36.0,65.84765,21.56058335,Sweden Power Plant.csv
779,Knapsack chemiepark,Knapsack,,Knapsack natural,Germany,Natural Gas,CCGT,1230.0,50.8592813067,6.845495002,Germany Power Plants (conventional).csv
780,Erzhausen,Erzhausen,,Erzhausen,Germany,Hydro,Pumped Storage,246.0,51.8744101167,9.95046252553,Germany Power Plants (conventional).csv
781,Dublin bay,Dublin bay ringsend,,Dublin bay,Ireland,Natural Gas,CCGT,415.0,53.3409722,-6.21564445,Ireland and Northern Ireland.csv
782,Harspranget,Harspranget,,Harspranget,Sweden,Hydro,Run-Of-River,977.0,66.9224849801,19.8196546142,Sweden Power Plant.csv
783,Ringhals,Ringhals,,Ringhals,Sweden,Nuclear,,4055.0,57.2585461111,12.1097866666,EU Nuclear Power.csv
784,Messaure,Messaure,,Messaure,Sweden,Hydro,Run-Of-River,463.0,66.6460743307,20.0795706169,Sweden Power Plant.csv
785,Wendefurth,Wendefurth,,Wendefurth,Germany,Hydro,Pumped Storage,80.0,51.7375824667,10.9153239,Germany Power Plants (conventional).csv
786,Stornorrfors,Stornorrfors,,Stornorrfors,Sweden,Hydro,Reservoir,599.0,63.8543622574,20.1390612356,Sweden Power Plant.csv
787,Ligga,Ligga,,Ligga,Sweden,Hydro,Run-Of-River,351.4,66.8843349801,19.8587546142,Sweden Power Plant.csv
788,Klingenberg,Klingenberg,,Klingenberg,Germany,Coal,"Lignite, Thermal",188.0,52.4986556033,13.46054666,Germany Power Plants (conventional).csv
789,Janschwalde,Janschwalde,,Jänschwalde,Germany,Coal,"Lignite, Thermal",3000.0,51.8420971074,14.4472365867,Germany Power Plants (conventional).csv
