id,CARMA,ENTSOE,GEO,OPSD,WRI,Fueltype,Technology,Country,Set,Capacity,YearCommissioned,lat,lon,File,projectID
71,Kilforsen,Kilforsen,Kilforsen,,Kilforsem,Hydro,Run-Of-River,Sweden,PP,296.0,,63.48781665,16.95879145,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Sweden Power Plant.csv","{u'GEO': u'G1174', u'WRI': u'[2230]', u'ENTSOE': u'46WPU0000000045N', u'CARMA': u'[22097]', u'OPSD': nan}"
72,Lada,Lada,Lada,,Ct lada,Hard Coal,Steam Turbine,Spain,PP,513.0,,43.3081,-5.7,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Spain Power Plants Over 10 MW.csv","{u'GEO': u'G206', u'WRI': u'[1035]', u'ENTSOE': u'18WLAD4-12345-0U', u'CARMA': u'[24008]', u'OPSD': nan}"
73,Laxede,Laxede,Laxede,,Laxede,Hydro,Run-Of-River,Sweden,PP,222.0,,66.2242,20.86,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Sweden Power Plant.csv","{u'GEO': u'G1164', u'WRI': u'[2400]', u'ENTSOE': u'46WPU0000000037M', u'CARMA': u'[24707]', u'OPSD': nan}"
74,Leini,Leini,Leini,,Leini,Natural Gas,CCGT,Italy,PP,385.0,,45.18275,7.714221,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Italy Power Plant.csv","{u'GEO': u'G445', u'WRI': u'[2414]', u'ENTSOE': u'26WIMPI-S01LNEIG', u'CARMA': u'[24879]', u'OPSD': nan}"
75,Letsi,Letsi,Letsi,,Letsi,Hydro,Reservoir,Sweden,PP,486.0,,66.5024,20.3797,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Sweden Power Plant.csv","{u'GEO': u'G1171', u'WRI': u'[2440]', u'ENTSOE': u'46WPU0000000035Q', u'CARMA': u'[25060]', u'OPSD': nan}"
76,Ligga,Ligga,Ligga,,Ligga,Hydro,Run-Of-River,Sweden,PP,351.4,,66.8094,19.8968,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Sweden Power Plant.csv","{u'GEO': u'G1168', u'WRI': u'[2449]', u'ENTSOE': u'46WPU0000000031Y', u'CARMA': u'[25222]', u'OPSD': nan}"
77,Litoral almeria,Litoral,Litoral almeira carboneras,,Litoral almeria,Hard Coal,Steam Turbine,Spain,PP,1158.0,,36.9783,-1.9054,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Spain Power Plants Over 10 MW.csv","{u'GEO': u'G199', u'WRI': u'[2472]', u'ENTSOE': u'18WLIT2-12345-00', u'CARMA': u'[25414]', u'OPSD': nan}"
78,Loviisa,Loviisa,Loviisa finland,,Loviisa,Nuclear,,Finland,PP,1040.0,,60.3708,26.3468,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, EU Nuclear Power.csv","{u'GEO': u'G1264', u'WRI': u'[2547]', u'ENTSOE': u'44W-T-YV-0000018', u'CARMA': u'[25955]', u'OPSD': nan}"
79,Marghera levante,Levante,Edison marghera levante,,Levante,Natural Gas,CCGT,Italy,PP,835.3,,45.4414954,12.29489495,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Italy Power Plant.csv","{u'GEO': u'G447', u'WRI': u'[2443]', u'ENTSOE': u'26WIMPI-S05PMAR7', u'CARMA': u'[27202]', u'OPSD': nan}"
80,Marina,Marina production,Marina ocgt,,Marina no st,Natural Gas,OCGT,Ireland,PP,145.0,,51.9,-8.4458,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Ireland and Northern Ireland.csv","{u'GEO': u'G380', u'WRI': u'[2655]', u'ENTSOE': u'47W000000000165H', u'CARMA': u'[27250]', u'OPSD': nan}"
81,Mayrhofen zemm,Mayrhofen,Mayrhofen,,Mayrhofen,Hydro,Reservoir,Austria,PP,355.0,,47.158065,11.850133,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Verbund Power Plant.csv","{u'GEO': u'G728', u'WRI': u'[2683]', u'ENTSOE': u'14W-TZMA-KW----N', u'CARMA': u'[27679]', u'OPSD': nan}"
82,Melk,Melk,Melk,,Melk,Hydro,Run-Of-River,Austria,PP,200.7,,48.2232,15.3042,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Verbund Power Plant.csv","{u'GEO': u'G714', u'WRI': u'[2701]', u'ENTSOE': u'14W-BME-KW-----Q', u'CARMA': u'[27970]', u'OPSD': nan}"
83,Messaure,Messaure,Messaure,,Messaure,Hydro,Run-Of-River,Sweden,PP,463.0,,66.6855,20.3359,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Sweden Power Plant.csv","{u'GEO': u'G1169', u'WRI': u'[2725]', u'ENTSOE': u'46WPU0000000032W', u'CARMA': u'[28173]', u'OPSD': nan}"
84,Moncalieri,Moncalieri,Iride moncalieri,,Moncalieri,Natural Gas,CCGT,Italy,PP,790.0,,44.993861,7.6759445,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Italy Power Plant.csv","{u'GEO': u'G444', u'WRI': u'[2786]', u'ENTSOE': u'26WIMPI-S01MNCLB', u'CARMA': u'[29047]', u'OPSD': nan}"
85,Moneypoint,Moneypoint production,Moneypoint,,Moneypoint fgd scr,Hard Coal,Steam Turbine,Ireland,PP,915.0,,52.6074,-9.42365,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Ireland and Northern Ireland.csv","{u'GEO': u'G104', u'WRI': u'[2791]', u'ENTSOE': u'47W000000000166F', u'CARMA': u'[29064]', u'OPSD': nan}"
86,Napoli levante,Napoli,Tirrenopower napoli levante,,Napoli,Natural Gas,CCGT,Italy,PP,438.0,,40.834172,14.301272,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Italy Power Plant.csv","{u'GEO': u'G423', u'WRI': u'[2936]', u'ENTSOE': u'26WIMPI-S15NLPLI', u'CARMA': u'[30467]', u'OPSD': nan}"
87,Narcea,Narcea,Narcea,,Narcea,Hard Coal,Steam Turbine,Spain,PP,595.0,,43.2924,-6.3937,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Spain Power Plants Over 10 MW.csv","{u'GEO': u'G205', u'WRI': u'[2938]', u'ENTSOE': u'18WNRC3-12345-06', u'CARMA': u'[30484]', u'OPSD': nan}"
88,North wall,North wall production,North wall,,Northwall,Natural Gas,OCGT,Ireland,PP,271.0,,53.3502,-6.2111,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Ireland and Northern Ireland.csv","{u'GEO': u'G383', u'WRI': u'[3039]', u'ENTSOE': u'47W000000000167D', u'CARMA': u'[31659]', u'OPSD': nan}"
89,Olkiluoto,Olkiluoto,Olkiluoto tvo finland,,Olkiluoto,Nuclear,,Finland,PP,1920.0,,61.2371,21.4433,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, EU Nuclear Power.csv","{u'GEO': u'G1265', u'WRI': u'[3106]', u'ENTSOE': u'44W-T-YV-0000042', u'CARMA': u'[32475]', u'OPSD': nan}"
90,Oskarshamn,Oskarshamn,Oskarshamn,,Oskarshamn,Nuclear,,Sweden,PP,2637.075,,57.41297,16.66832,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, EU Nuclear Power.csv","{u'GEO': u'G1300', u'WRI': u'[3139]', u'ENTSOE': u'46WPU0000000061P', u'CARMA': u'[32933]', u'OPSD': nan}"
91,Ostiglia,Ostiglia,E.on ostiglia,,Ostiglia,Natural Gas,CCGT,Italy,PP,1890.0,,45.0568165,11.136905,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Italy Power Plant.csv","{u'GEO': u'G418', u'WRI': u'[3142]', u'ENTSOE': u'26WIMPI-S03OSTG2', u'CARMA': u'[32999]', u'OPSD': nan}"
92,Ottensheim wilhering,Ottensheim wilhering,Ottenheim wilhering,,Ottensheim wilhering,Hydro,Run-Of-River,Austria,PP,183.0,,48.31663,14.1512,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Verbund Power Plant.csv","{u'GEO': u'G736', u'WRI': u'[3145]', u'ENTSOE': u'14W-BOW-KW-----9', u'CARMA': u'[33078]', u'OPSD': nan}"
93,Plate taille,Plate taille,Plate taille belgeium,,Plate taille,Hydro,Pumped Storage,Belgium,PP,144.0,,50.1884,4.3861,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Belgium Power Plant.csv","{u'GEO': u'G751', u'WRI': u'[3340]', u'ENTSOE': u'22WPLATEX000208N', u'CARMA': u'[23845]', u'OPSD': nan}"
94,Poolbeg,Poolbeg production,Poolbeg,,Poolbeg combined cycle,Natural Gas,CCGT,Ireland,PP,978.2,,53.3396,-6.1867,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Ireland and Northern Ireland.csv","{u'GEO': u'G381', u'WRI': u'[3361]', u'ENTSOE': u'47W000000000168B', u'CARMA': u'[35286]', u'OPSD': nan}"
95,Porcari fine,Porcari,Edison porcari,,Porcari,Natural Gas,CCGT,Italy,PP,102.0,,43.8425233,10.6170142,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Italy Power Plant.csv","{u'GEO': u'G416', u'WRI': u'[3362]', u'ENTSOE': u'26WIMPI-S09CPLR3', u'CARMA': u'[35314]', u'OPSD': nan}"
96,Porjus nya,Porjus,Porjus,,Porjus,Hydro,Reservoir,Sweden,PP,480.0,,66.959,19.80232,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Sweden Power Plant.csv","{u'GEO': u'G1163', u'WRI': u'[3364]', u'ENTSOE': u'46WPU0000000028N', u'CARMA': u'[35333]', u'OPSD': nan}"
97,Presenzano,Presenzano,Presenzano domenico cimarosa,,Presenzano,Hydro,Pumped Storage,Italy,PP,1005.0,,41.376619,14.07642,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Italy Power Plant.csv","{u'GEO': u'G984', u'WRI': u'[3397]', u'ENTSOE': u'26WIMPI-S15PRSN8', u'CARMA': u'[35733]', u'OPSD': nan}"
98,Quirico,Quirico,Edison san quirco,,Quirico,Natural Gas,CCGT,Italy,PP,137.0,,44.92278335,10.31679165,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Italy Power Plant.csv","{u'GEO': u'G426', u'WRI': u'[3468]', u'ENTSOE': u'26WIMPI-S08ESDS9', u'CARMA': u'[39344]', u'OPSD': nan}"
99,Ringvaart,Ringvaart steg,Ringvaart,,Ringvaart steg,Natural Gas,CCGT,Belgium,PP,359.0,,51.1049,3.7257,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Belgium Power Plant.csv","{u'GEO': u'G297', u'WRI': u'[3593]', u'ENTSOE': u'22WRINGVA000209C', u'CARMA': u'[37381]', u'OPSD': nan}"
100,Rizziconi,Rizziconi,Rizziconi,,Rizziconi,Natural Gas,CCGT,Italy,PP,800.0,,38.410775,15.958197,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Italy Power Plant.csv","{u'GEO': u'G436', u'WRI': u'[3609]', u'ENTSOE': u'26WIMPI-S18RCZZW', u'CARMA': u'[37631]', u'OPSD': nan}"
101,Robla fenosa,Robla,Robla,,Robla,Hard Coal,Steam Turbine,Spain,PP,655.0,,42.7924,-5.634,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Spain Power Plants Over 10 MW.csv","{u'GEO': u'G209', u'WRI': u'[3618]', u'ENTSOE': u'18WROB2-12345-0B', u'CARMA': u'[23877]', u'OPSD': nan}"
102,Roncovalgrande delio,Roncovalgrande,Roncovalgrande,,Roncovalgrande,Hydro,Pumped Storage,Italy,PP,1016.0,,46.071942375,8.73401542969,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Italy Power Plant.csv","{u'GEO': u'G988', u'WRI': u'[3637]', u'ENTSOE': u'26WIMPI-S03RNCVS', u'CARMA': u'[37903]', u'OPSD': nan}"
103,Sarmato,Sarmato,Edison sarmato,,Sarmato,Natural Gas,CCGT,Italy,PP,182.0,,45.05838915,9.49187405,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Italy Power Plant.csv","{u'GEO': u'G432', u'WRI': u'[3778]', u'ENTSOE': u'26WIMPI-S08SERM2', u'CARMA': u'[39863]', u'OPSD': nan}"
104,Schwarzach sbg,Kaprun schwarzach,Schwarzach,,Schwarzach,Hydro,Run-Of-River,Austria,PP,120.0,,47.3152,13.1389,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Verbund Power Plant.csv","{u'GEO': u'G718', u'WRI': u'[3825]', u'ENTSOE': u'14W-TKS-KW-----P', u'CARMA': u'[40228]', u'OPSD': nan}"
105,Sermide,Sermide,Edipower sermide,,Sermide,Natural Gas,CCGT,Italy,PP,1520.0,,45.01650175,11.2604055,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Italy Power Plant.csv","{u'GEO': u'G417', u'WRI': u'[3862]', u'ENTSOE': u'26WIMPI-S03SRMDD', u'CARMA': u'[40625]', u'OPSD': nan}"
106,Simeri crichi,Simeri crichi,Edison simeri crichi,,Simeri crichi,Natural Gas,CCGT,Italy,PP,885.0,,38.8761445,16.6572,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Italy Power Plant.csv","{u'GEO': u'G401', u'WRI': u'[3925]', u'ENTSOE': u'26WIMPI-S18SCMR8', u'CARMA': u'[41666]', u'OPSD': nan}"
107,Soto ribera,Soto,Soto ribera,,"Ctcc soto ribera,",Natural Gas,CCGT,Spain,PP,1033.1,,43.3161,-5.8777,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Spain Power Plants Over 10 MW.csv","{u'GEO': u'G543', u'WRI': u'[1045]', u'ENTSOE': u'18WSRI5-123456-L', u'CARMA': u'[42451]', u'OPSD': nan}"
108,Stornorrfors,Stornorrfors,Stornorrfors,,Stornorrfors,Hydro,Reservoir,Sweden,PP,599.0,,63.8803,20.0184,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Sweden Power Plant.csv","{u'GEO': u'G1173', u'WRI': u'[4118]', u'ENTSOE': u'46WPU0000000042T', u'CARMA': u'[43372]', u'OPSD': nan}"
109,Tarbert,Tarbert production,Tarbert,,Tarbert,Oil,Steam Turbine,Ireland,PP,620.0,,52.5893,-9.3632,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Ireland and Northern Ireland.csv","{u'GEO': u'G654', u'WRI': u'[4203]', u'ENTSOE': u'47W000000000162N', u'CARMA': u'[44621]', u'OPSD': nan}"
110,Trillo,Trillo,Trillo,,Trillo,Nuclear,,Spain,PP,1066.0,,40.7016,-2.62265,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, EU Nuclear Power.csv","{u'GEO': u'G1294', u'WRI': u'[4371]', u'ENTSOE': u'18WTRL1-12345-0Y', u'CARMA': u'[46304]', u'OPSD': nan}"
111,Turlough,Turlough hill,Turlough hill tomaneena,,Turlough,Hydro,Pumped Storage,Ireland,PP,392.0,,53.0242,-6.4164,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Ireland and Northern Ireland.csv","{u'GEO': u'G981', u'WRI': u'[4397]', u'ENTSOE': u'47W0000000001699', u'CARMA': u'[46660]', u'OPSD': nan}"
112,Tynagh,Tynagh production,Tynagh,,Tynagh,Natural Gas,CCGT,Ireland,PP,404.0,,53.1658,-8.381,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Ireland and Northern Ireland.csv","{u'GEO': u'G385', u'WRI': u'[4410]', u'ENTSOE': u'47W000000000172K', u'CARMA': u'[46765]', u'OPSD': nan}"
113,Vandellos,Vandellos,Vandellos,,Vandellos,Nuclear,,Spain,PP,1087.1,,40.9508,0.8656,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, EU Nuclear Power.csv","{u'GEO': u'G1296', u'WRI': u'[4530]', u'ENTSOE': u'18WVAN2-12345-0W', u'CARMA': u'[47723]', u'OPSD': nan}"
114,Vannucci bastardo,Bastardo,Enel pietro vannucci bastardo,,Bastardo,Lignite,Steam Turbine,Italy,PP,150.0,,42.8952165,12.538911,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Italy Power Plant.csv","{u'GEO': u'G112', u'WRI': u'[351]', u'ENTSOE': u'26WIMPI-S10BSTRJ', u'CARMA': u'[3517]', u'OPSD': nan}"
115,Wallsee mitterkirchen,Wallsee mitterkirchen,Wallsee mitterkirchen,,Wallsee mitterkirchen,Hydro,Run-Of-River,Austria,PP,212.4,,48.16656,14.6953,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Verbund Power Plant.csv","{u'GEO': u'G740', u'WRI': u'[4659]', u'ENTSOE': u'14W-BWM-KW-----L', u'CARMA': u'[48817]', u'OPSD': nan}"
116,Ybbs persenberg,Ybbs persenbeug,Ybbs persenburg,,Ybbs persenbeug,Hydro,Run-Of-River,Austria,PP,242.2,,48.18916,15.0682,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Verbund Power Plant.csv","{u'GEO': u'G713', u'WRI': u'[4772]', u'ENTSOE': u'14W-BYP-KW-----6', u'CARMA': u'[50630]', u'OPSD': nan}"
117,,Escat,E.on escatron,,Escatron,Natural Gas,CCGT,Spain,PP,1078.995,,41.2977,-0.3376,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Spain Power Plants Over 10 MW.csv","{u'GEO': u'G540', u'WRI': u'[1041, 1372]', u'ENTSOE': u'18WECT3-123456-N', u'CARMA': nan, u'OPSD': nan}"
118,,Marcinelle energie carsid,Marcinelle energie carsid,,Marcinelle energie carsid,Natural Gas,CCGT,Belgium,PP,410.0,,50.4138,4.4067,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Belgium Power Plant.csv","{u'GEO': u'G304', u'WRI': u'[2648]', u'ENTSOE': u'22WMARCIN000179H', u'CARMA': nan, u'OPSD': nan}"
119,,Mochovce,Mochovce,,Mochovce,Nuclear,,Slovakia,PP,940.0,,48.2621,18.459,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, EU Nuclear Power.csv","{u'GEO': u'G1291', u'WRI': u'[2770]', u'ENTSOE': u'24WV--EMO------K', u'CARMA': nan, u'OPSD': nan}"
120,,S.fiorano,San fiorano,,S.fiorano,Hydro,Pumped Storage,Italy,PP,568.0,,46.05009445,10.34804505,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Italy Power Plant.csv","{u'GEO': u'G983', u'WRI': u'[3698]', u'ENTSOE': u'26WIMPI-S03SFRNQ', u'CARMA': nan, u'OPSD': nan}"
121,,Sabon,Sabon,,"Ctcc sabon,",Natural Gas,CCGT,Spain,PP,400.0,,43.329,-8.503,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Spain Power Plants Over 10 MW.csv","{u'GEO': u'G559', u'WRI': u'[1044]', u'ENTSOE': u'18WSBO3-12345-01', u'CARMA': nan, u'OPSD': nan}"
122,,Santurce,Santurtzi santurce,,"Santurce,",Natural Gas,CCGT,Spain,PP,400.0,,43.34,-3.05394,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Spain Power Plants Over 10 MW.csv","{u'GEO': u'G548', u'WRI': u'[3772]', u'ENTSOE': u'18WSTC4-12345-0I', u'CARMA': nan, u'OPSD': nan}"
123,,Turano lodigiano bertonico lo,Sorgenia bertonico turano lodigiano,,Centrale di turano lodigiano bertonico lo,Natural Gas,CCGT,Italy,PP,800.0,,45.21544925,9.66407574941,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Italy Power Plant.csv","{u'GEO': u'G415', u'WRI': u'[828]', u'ENTSOE': u'26WIMPI-S03CDTL1', u'CARMA': nan, u'OPSD': nan}"
124,,Whitegate prod,Whitegate,,Whitegate,Natural Gas,CCGT,Ireland,PP,445.0,,51.8161,-8.2511,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Ireland and Northern Ireland.csv","{u'GEO': u'G379', u'WRI': u'[4713]', u'ENTSOE': u'47W000000000158E', u'CARMA': nan, u'OPSD': nan}"
125,,Zelzate knippegroen,Knippegroen,,Zelzate knippegroen,Natural Gas,CCGT,Belgium,PP,350.0,,51.1587,3.8068,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Belgium Power Plant.csv","{u'GEO': u'G298', u'WRI': u'[4794]', u'ENTSOE': u'22WZELZAT0002618', u'CARMA': nan, u'OPSD': nan}"
126,Aberthaw,,Aberthaw,,Aberthaw,Hard Coal,Steam Turbine,United Kingdom,PP,1586.0,,51.3873935,-3.4058255,UK Power Plant.csv,"{u'GEO': u'G246', u'WRI': u'[11]', u'ENTSOE': nan, u'CARMA': u'[123]', u'OPSD': nan}"
127,Akkats,,Akkats,,Akkats,Hydro,Reservoir,Sweden,PP,150.0,,66.6314,19.8199,Sweden Power Plant.csv,"{u'GEO': u'G1170', u'WRI': u'[63]', u'ENTSOE': nan, u'CARMA': u'[632]', u'OPSD': nan}"
128,Aldeadavila,,Aldeadavila,,Aldeadavila,Hydro,Reservoir,Spain,PP,1230.0,,41.21167,-6.68556,Spain Power Plants Over 10 MW.csv,"{u'GEO': u'G1152', u'WRI': u'[95]', u'ENTSOE': nan, u'CARMA': u'[884]', u'OPSD': nan}"
129,Amorebieta,,Amorebieta boroa,,Amorebieta,Natural Gas,CCGT,Spain,PP,786.42,,43.234722,-2.749722,Spain Power Plants Over 10 MW.csv,"{u'GEO': u'G546', u'WRI': u'[161]', u'ENTSOE': nan, u'CARMA': u'[1388]', u'OPSD': nan}"
