id,CARMA,ENTSOE,GEO,OPSD,Fueltype,Technology,Country,Set,Capacity,YearCommissioned,lat,lon,File,projectID
72,Irsching,Irsching,Irsching,Irsching,Natural Gas,Steam Turbine,Germany,PP,1811.0,1974.0,48.7669358375,11.5827165,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G328', u'ENTSOE': u'[11WD2IRSC000179N]', u'CARMA': u'[65986, 19580]', u'OPSD': u'[BNA0993, BNA0995]'}"
73,Janschwalde,Jänschwalde,Janschwalde,Jänschwalde,Lignite,Steam Turbine,Germany,PP,3000.0,1981.0,51.8347111111,14.4602888889,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G59', u'ENTSOE': u'[11WD8JAEN1L----Z]', u'CARMA': u'[20075]', u'OPSD': u'[BNA0785, BNA0786, BNA0790, BNA0787, BNA0788, BNA0789]'}"
74,Jaworzno,Jaworzno,Jaworzno,Jaworzno,Hard Coal,Steam Turbine,Poland,PP,1545.0,,50.2085,19.22400275,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, GPI","{u'GEO': u'G149', u'ENTSOE': u'[19W0000000000628, 19W0000000000636]', u'CARMA': u'[20139, 20140]', u'OPSD': u'[OEU269, OEU267, OEU264, OEU265, OEU266, OEU268]'}"
75,Kembs,Kembs,Kembs,Kembs,Hydro,Run-Of-River,France,PP,156.0,,47.65517,7.519795,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, RTE","{u'GEO': u'G898', u'ENTSOE': u'[17W100P100P0307J]', u'CARMA': u'[21753]', u'OPSD': u'[OEU142]'}"
76,Klingenberg,Hkw klingenberg,Klingenberg,Klingenberg,Lignite,Steam Turbine,Germany,CHP,188.0,1981.0,52.488908195,13.496880795,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G57', u'ENTSOE': u'[11WD8KLIN5X----0]', u'CARMA': u'[22458]', u'OPSD': u'[BNA0081]'}"
77,Knapsack chemiepark,Knapsack,Knapsack,Knapsack,Natural Gas,CCGT,Germany,PP,1230.0,2006.0,50.85920916,6.840858603,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G342', u'ENTSOE': u'[11WD7KWKN1GBL203, 11WD7KWKN----KW1]', u'CARMA': u'[22511]', u'OPSD': u'[BNA0548a, BNA0548b]'}"
78,Koepchenwerk,Koepchenwerk,Koepchenwerk herdecke,Koepchenwerk,Hydro,Pumped Storage,Germany,PP,154.0,1989.0,51.41034,7.45287,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G960', u'ENTSOE': u'[11WD7KOEP2P--KWG]', u'CARMA': u'[22597]', u'OPSD': u'[BNA0443]'}"
79,Kozienice,Kozienice,Kozienice,Kozienice,Hard Coal,Steam Turbine,Poland,PP,2925.0,,51.664641,21.463894,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, GPI","{u'GEO': u'G140', u'ENTSOE': u'[19W000000000095U, 19W000000000104I]', u'CARMA': u'[22994]', u'OPSD': u'[OEU274, OEU271, OEU272, OEU280, OEU279, OEU273, OEU275, OEU276, OEU277, OEU278]'}"
80,Lagisza,Łagisza,Lagisza,Łagisza,Hard Coal,Steam Turbine,Poland,PP,1060.0,,50.349325,19.141505,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, GPI","{u'GEO': u'G146', u'ENTSOE': u'[19W000000000111L]', u'CARMA': u'[24056]', u'OPSD': u'[OEU284, OEU283, OEU282, OEU281]'}"
81,Laziska,Łaziska,Laziska polan,Łaziska,Hard Coal,Steam Turbine,Poland,PP,1155.0,,50.13268,18.846236,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, GPI","{u'GEO': u'G148', u'ENTSOE': u'[19W000000000116B, 19W0000000001195]', u'CARMA': u'[24720]', u'OPSD': u'[OEU285, OEU289, OEU290, OEU287, OEU286, OEU288]'}"
82,Leibstadt,Kkl kernkw leibstadt ag,Leibstadt,Leibstadt,Nuclear,Steam Turbine,Switzerland,PP,1245.0,1984.0,47.6011380357,8.18459667629,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Schweizerische Eidgenossenschaft","{u'GEO': u'G1303', u'ENTSOE': u'[12W-0000000052-D]', u'CARMA': u'[24868]', u'OPSD': u'[OEU1037]'}"
83,Lichterfelde,Hkw lichterfelde,Berlin lichterfelde plantgermany,Lichterfelde,Natural Gas,Steam Turbine,Germany,CHP,450.0,1972.0,52.42495402,13.30998243,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G335', u'ENTSOE': u'[11WD8LICH5G----1]', u'CARMA': u'[25178]', u'OPSD': u'[BNA0076, BNA0075, BNA0080]'}"
84,Lippendorf,Lippendorf,Lippendorf,Braunkohlekraftwerk lippendorf,Lignite,Steam Turbine,Germany,PP,1866.0,1999.0,51.182161,12.3732935,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G92', u'ENTSOE': u'[11WD8LIPD1L----P]', u'CARMA': u'[25377]', u'OPSD': u'[BNA0116, BNA0115]'}"
85,Ludwigshafen mitte,Gud ludwigshafen mitte,Ludwigshafen mitte,Mitte,Natural Gas,OCGT,Germany,PP,533.0,1992.0,49.50632,8.4346889,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G347', u'ENTSOE': u'[11WD7LUDW2GA800M]', u'CARMA': u'[26121]', u'OPSD': u'[BNA0614a, BNA0614b]'}"
86,Lunen,Lünen,Lünen trianel,Lünen,Hard Coal,Steam Turbine,Germany,PP,1219.0,1962.0,51.61380664,7.46874632467,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G88', u'ENTSOE': u'[11WD7KWHU----KW9]', u'CARMA': u'[26211]', u'OPSD': u'[BNA0618, BNA0619, BNA1508]'}"
87,Maasvlakte,Maasvlakte,Maasvlakte,Maasvlakte mv,Hard Coal,Steam Turbine,Netherlands,PP,2178.0,,51.95912,4.020965,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Tennet_Q12015","{u'GEO': u'G127', u'ENTSOE': u'[49W000000000101D, 49W000000000102B, 49W000000000100F]', u'CARMA': u'[26387]', u'OPSD': u'[OEU21, OEU20, OEU22]'}"
88,Mainz,Mainz wiesbaden,Mainz wiesbaden,Mainz,Natural Gas,CCGT,Germany,PP,785.0,1977.0,50.02663882,8.2374152645,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G348', u'ENTSOE': u'[11WD7BISC5GKW23O]', u'CARMA': u'[26667]', u'OPSD': u'[BNA0626, BNA0627]'}"
89,Malgovert,Malgovert,Brevieres malgovert,Malgovert,Hydro,Reservoir,France,PP,396.0,,45.617935,6.79037,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, RTE","{u'GEO': u'G944', u'ENTSOE': u'[17W100P100P02853]', u'CARMA': u'[26808]', u'OPSD': u'[OEU162]'}"
90,Marckolsheim,Marckolsheim,Marckolsheim,Marckolsheim,Hydro,Run-Of-River,France,PP,156.2,,48.153855,7.5894,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, RTE","{u'GEO': u'G862', u'ENTSOE': u'[17W100P100P0305N]', u'CARMA': u'[27178]', u'OPSD': u'[OEU143]'}"
91,Mareges,Mareges,Mareges,Mareges,Hydro,"Reservoir, Run-Of-River",France,PP,301.8,1935.0,45.391855,2.36423,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, RTE","{u'GEO': u'G872', u'ENTSOE': u'[17W100P100P0328B]', u'CARMA': u'[27194]', u'OPSD': u'[OEU144]'}"
92,Markersbach,Psw markersbach,Markersbach,Markersbach,Hydro,Pumped Storage,Germany,PP,1050.0,1980.0,50.52635665,12.87321335,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G962', u'ENTSOE': u'[11WD8MARK1H----7]', u'CARMA': u'[27280]', u'OPSD': u'[BNA0657, BNA0656, BNA0655, BNA0654, BNA0653, BNA0652]'}"
93,Mehrum,Mehrum kwm,Mehrum,Kwm,Hard Coal,Steam Turbine,Germany,PP,752.0,1979.0,52.3150224,10.09141738,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G64', u'ENTSOE': u'[11WD2MEHR2CSWH-O]', u'CARMA': u'[27905]', u'OPSD': u'[BNA0464]'}"
94,Monteynard,Monteynard,Monteyard avigonnet,Monteynard,Hydro,Reservoir,France,PP,366.0,,44.96109,5.68887,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, RTE","{u'GEO': u'G920', u'ENTSOE': u'[17W100P100P02861]', u'CARMA': u'[29247]', u'OPSD': u'[OEU163]'}"
95,Montezic,Montezic,Montezic pump,Montezic,Hydro,Pumped Storage,France,PP,912.0,,44.73583,2.640224,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, RTE","{u'GEO': u'G860', u'ENTSOE': u'[17W100P100P02772]', u'CARMA': u'[29248]', u'OPSD': u'[OEU126]'}"
96,Muehleberg,Kkw mühleberg kkm,Muehlberg,Mühleberg,Nuclear,Steam Turbine,Switzerland,PP,390.0,1972.0,46.9689444445,7.2680277778,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Schweizerische Eidgenossenschaft","{u'GEO': u'G1304', u'ENTSOE': u'[12W-0000000057-Z]', u'CARMA': u'[29733]', u'OPSD': u'[OEU1033]'}"
97,Niederaussem,Niederaußem,Niederaussem,Niederaußem,Lignite,Steam Turbine,Germany,PP,3826.0,1963.0,50.9956237778,6.66910283335,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G76', u'ENTSOE': u'[11WD7NIED-B-KW-5]', u'CARMA': u'[31142]', u'OPSD': u'[BNA0706, BNA0707, BNA0713, BNA0710, BNA0712, BNA0708, BNA0709, BNA0705, BNA0711]'}"
98,Nogent,Nogent,Nogent,Nogent,Nuclear,Steam Turbine,France,PP,2726.0,,48.5152888889,3.5177688889,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, RTE","{u'GEO': u'G1269', u'ENTSOE': u'[17W100P100P0219G, 17W100P100P0220V]', u'CARMA': u'[31426]', u'OPSD': u'[OEU222, OEU221]'}"
99,Nossener bruecke,Gthkw nossener bruecke,Nossener brücke,Dresden nossener brücke,Natural Gas,CCGT,Germany,CHP,270.0,1995.0,51.0420895,13.7085985,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G349', u'ENTSOE': u'[11WD8DRES5X---PZ]', u'CARMA': u'[31724]', u'OPSD': u'[BNA0207]'}"
100,Opole,Opole,Opole,Opole,Hard Coal,Steam Turbine,Poland,PP,1532.0,,50.75083,17.8822325,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, GPI","{u'GEO': u'G143', u'ENTSOE': u'[19W0000000001292]', u'CARMA': u'[32668]', u'OPSD': u'[OEU294, OEU291, OEU292, OEU293]'}"
101,Oraison,Oraison,Oraison,Oraison,Hydro,"Reservoir, Run-Of-River",France,PP,195.0,,43.921005,5.92469,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, RTE","{u'GEO': u'G831', u'ENTSOE': u'[17W100P100P0288Y]', u'CARMA': u'[32690]', u'OPSD': u'[OEU165]'}"
102,Ostroleka,Ostrołęka,Ostroleka,Ostrołęka,Hard Coal,Steam Turbine,Poland,PP,740.4,,53.104532,21.612574,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, GPI","{u'GEO': u'G141', u'ENTSOE': u'[19W0000000001349]', u'CARMA': u'[33009]', u'OPSD': u'[OEU297, OEU296, OEU295]'}"
103,Ottmarsheim,Ottmarsheim,Ottmarsheim,Ottmarsheim,Hydro,Run-Of-River,France,PP,156.0,,47.773995,7.52273,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, RTE","{u'GEO': u'G897', u'ENTSOE': u'[17W100P100P0306L]', u'CARMA': u'[33091]', u'OPSD': u'[OEU146]'}"
104,Paluel,Paluel,Paluel,Paluel,Nuclear,Steam Turbine,France,PP,5528.0,,49.8583002197,0.635462992121,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, RTE","{u'GEO': u'G1280', u'ENTSOE': u'[17W100P100P0223P, 17W100P100P0222R, 17W100P100P0224N, 17W100P100P0221T]', u'CARMA': u'[33498]', u'OPSD': u'[OEU224, OEU223, OEU225, OEU226]'}"
105,Patnow,Pątnów,Patnow,Pątnów,Lignite,Steam Turbine,Poland,PP,1708.0,,52.3022,18.237535,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, GPI","{u'GEO': u'G161', u'ENTSOE': u'[19W000000000149X, 19W000000000142A]', u'CARMA': u'[33864]', u'OPSD': u'[OEU300, OEU304, OEU303, OEU302, OEU301, OEU298, OEU299]'}"
106,Penly,Penly,Penly,Penly,Nuclear,Steam Turbine,France,PP,2764.0,,49.9765537642,1.21049399099,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, RTE","{u'GEO': u'G1281', u'ENTSOE': u'[17W100P100P0225L, 17W100P100P0226J]', u'CARMA': u'[34150]', u'OPSD': u'[OEU228, OEU227]'}"
107,Pied borne,Pied borne,Pied borne,Pied borne,Hydro,Reservoir,France,PP,110.0,,44.477342992,3.98517319489,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, RTE","{u'GEO': u'G934', u'ENTSOE': u'[17W100P100P0289W]', u'CARMA': u'[34551]', u'OPSD': u'[OEU166]'}"
108,Polaniec,Połaniec,Polaniec,Połaniec,Hard Coal,Steam Turbine,Poland,PP,1800.0,,50.437544,21.3367725,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, GPI","{u'GEO': u'G158', u'ENTSOE': u'[19W0000000001519]', u'CARMA': u'[35099]', u'OPSD': u'[OEU312, OEU306, OEU307, OEU308, OEU309, OEU310, OEU311]'}"
109,Porabka zar,Porąbka żar,Porabka zar,Porąbka żar,Hydro,Pumped Storage,Poland,PP,540.0,,49.780235,19.21174,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, GPI","{u'GEO': u'G1019', u'ENTSOE': u'[19W000000000247X]', u'CARMA': u'[35310, 35311]', u'OPSD': u'[OEU314, OEU315, OEU316, OEU313]'}"
110,Porcheville,Porcheville,"Porcheville plant,",Porcheville,Oil,Steam Turbine,France,PP,2400.0,,48.971854,1.75956623413,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, RTE","{u'GEO': u'G646', u'ENTSOE': u'[17W100P100P0254E, 17W100P100P0251K, 17W100P100P0253G, 17W100P100P0252I]', u'CARMA': u'[35323]', u'OPSD': u'[OEU102, OEU101, OEU100, OEU99]'}"
111,Pouget,Pouget,Pouget le,Pouget,Hydro,Reservoir,France,PP,572.5,,44.054702,2.762138,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, RTE","{u'GEO': u'G851', u'ENTSOE': u'[17W100P100P0290A]', u'CARMA': u'[35556, 24759]', u'OPSD': u'[OEU167]'}"
112,Pragneres,Pragneres,Pragneres,Pragneres,Hydro,"Pumped Storage, Reservoir",France,PP,292.0,,42.82105,0.010165,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, RTE","{u'GEO': u'G913', u'ENTSOE': u'[17W100P100P02918]', u'CARMA': u'[35658]', u'OPSD': u'[OEU168]'}"
113,Revin,Revin,Revin pump,Revin,Hydro,Pumped Storage,France,PP,808.0,,49.925465,4.613655,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, RTE","{u'GEO': u'G843', u'ENTSOE': u'[17W100P100P02780]', u'CARMA': u'[37152]', u'OPSD': u'[OEU127]'}"
114,Rhinau,Rhinau,Rhinau,Rhinau,Hydro,Run-Of-River,France,PP,167.8,,48.28406,7.67764,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, RTE","{u'GEO': u'G863', u'ENTSOE': u'[17W100P100P0304P]', u'CARMA': u'[37190]', u'OPSD': u'[OEU149]'}"
115,Rijnmond energie,Rijnmond,Rijnmond netherland,Rijnmond,Natural Gas,CCGT,Netherlands,PP,1267.0,,51.89173,4.351205,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Tennet_Q42015","{u'GEO': u'G487', u'ENTSOE': u'[49W000000000108-, 49W000000000056T]', u'CARMA': u'[37336]', u'OPSD': u'[OEU69, OEU68]'}"
116,Roca rotterdam,Roca,Roca,Roca roca,Natural Gas,,Netherlands,PP,271.4,,51.95363,4.561475,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, Tennet_Q22015","{u'GEO': u'G493', u'ENTSOE': u'[49W0000000001047]', u'CARMA': u'[37688]', u'OPSD': u'[OEU24]'}"
117,Rostock,Kraftwerk rostock,Rostock,Kng rostock,Hard Coal,Steam Turbine,Germany,PP,553.0,1994.0,54.14282177,12.13287489,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G65', u'ENTSOE': u'[11WD8ROST1C---P5]', u'CARMA': u'[38027]', u'OPSD': u'[BNA0849]'}"
118,Rybnik,Rybnik,Rybnik,Rybnik,Hard Coal,Steam Turbine,Poland,PP,1780.0,,50.132515,18.522955,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, GPI","{u'GEO': u'G154', u'ENTSOE': u'[19W0000000001713]', u'CARMA': u'[38356]', u'OPSD': u'[OEU323, OEU322, OEU324, OEU319, OEU321, OEU320, OEU318, OEU317]'}"
119,Sainte croix,Sainte croix,Sainte croix,Sainte croix,Hydro,Reservoir,France,PP,158.0,,43.736935,6.134115,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, RTE","{u'GEO': u'G837', u'ENTSOE': u'[17W100P100P0297X]', u'CARMA': u'[38732]', u'OPSD': u'[OEU172]'}"
120,Sambre poweo,Pont sur sambre,Pont sur sambre combustion,Pont sur sambre,Natural Gas,CCGT,France,PP,412.0,2009.0,50.23042,3.866685,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, RTE","{u'GEO': u'G326', u'ENTSOE': u'[17W100P100P0341J]', u'CARMA': u'[35210]', u'OPSD': u'[OEU120]'}"
121,Sarrans,Sarrans,Sarrans,Sarrans,Hydro,Reservoir,France,PP,183.0,,44.82971,2.74021,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, RTE","{u'GEO': u'G853', u'ENTSOE': u'[17W100P100P02934]', u'CARMA': u'[39876]', u'OPSD': u'[OEU173]'}"
122,Schkopau,Schkopau,Schkopau,Schkopau,Lignite,Steam Turbine,Germany,PP,960.0,1996.0,51.39845463,11.9504201,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G93', u'ENTSOE': u'[11WD8SCHK1L----O]', u'CARMA': u'[40111]', u'OPSD': u'[BNA0879, BNA0878]'}"
123,Schwarze pumpe,Schwarze pumpe,Schwarze pumpe,Schwarze pumpe,Lignite,Steam Turbine,Germany,PP,1600.0,1997.0,51.535536475,14.35381851,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G60', u'ENTSOE': u'[11WD8SWPU1L----5]', u'CARMA': u'[40231]', u'OPSD': u'[BNA0915, BNA0914]'}"
124,Serre poncon,Serre poncon,Serre poncon,Serre poncon,Hydro,Reservoir,France,PP,384.0,,44.470475,6.269335,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, RTE","{u'GEO': u'G907', u'ENTSOE': u'[17W100P100P02926]', u'CARMA': u'[40662]', u'OPSD': u'[OEU174]'}"
125,Siersza,Siersza,Tauron siersza,Siersza,Hard Coal,Steam Turbine,Poland,PP,794.0,,50.208105,19.461175,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, GPI","{u'GEO': u'G138', u'ENTSOE': u'[19W0000000002361]', u'CARMA': u'[41552]', u'OPSD': u'[OEU328, OEU329, OEU325, OEU326, OEU327]'}"
126,Sisteron,Sisteron,Sisteron,Sisteron,Hydro,Reservoir,France,PP,256.0,,44.181375,5.949189,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show, RTE","{u'GEO': u'G910', u'ENTSOE': u'[17W100P100P02942]', u'CARMA': u'[41802]', u'OPSD': u'[OEU175]'}"
